,Unnamed: 0,Date Occurred,Time Occurred,Area Name,Reporting District,Crime Code Description,Victim Age,Victim Sex,Victim Descent,Premise Description,Location ,Month,Day,Year,Lat,Lon,Datetime,Daily Max Temp
397087,1472468,06/16/2017,1750,Van Nuys,939,THROWING OBJECT AT MOVING VEHICLE,31.0,M,H,STREET,"(34.1781, -118.4179)",6,16,2017,34.1781,-118.4179,2017-06-16,35.0
397183,1472583,06/27/2017,1850,Van Nuys,914,KIDNAPPING,28.0,F,W,PARKING LOT,"(34.2012, -118.4509)",6,27,2017,34.2012,-118.4509,2017-06-27,34.2
397245,1472656,07/02/2017,430,Van Nuys,981,ARSON,11.0,M,W,RESTAURANT/FAST FOOD,"(34.1512, -118.4661)",7,2,2017,34.1512,-118.4661,2017-07-02,29.1
397281,1472694,07/02/2017,400,Van Nuys,981,ARSON,40.0,M,W,OTHER BUSINESS,"(34.1512, -118.4661)",7,2,2017,34.1512,-118.4661,2017-07-02,29.1
397416,1472843,01/08/2017,300,West Valley,1037,CRIMINAL HOMICIDE,36.0,F,H,SINGLE FAMILY DWELLING,"(34.1877, -118.5142)",1,8,2017,34.1877,-118.5142,2017-01-08,21.7
397418,1472845,01/11/2017,2052,West Valley,1097,KIDNAPPING,20.0,F,W,DRIVEWAY,"(34.1365, -118.5013)",1,11,2017,34.1365,-118.5013,2017-01-11,14.3
397491,1472933,04/08/2017,2030,West Valley,1018,THROWING OBJECT AT MOVING VEHICLE,35.0,M,H,STREET,"(34.2085, -118.4825)",4,8,2017,34.2085,-118.4825,2017-04-08,19.5
397492,1472934,04/08/2017,2230,West Valley,1011,CRIMINAL HOMICIDE,20.0,M,H,DRIVEWAY,"(34.203, -118.5535)",4,8,2017,34.203,-118.5535,2017-04-08,18.2
397851,1473398,01/18/2017,2200,West Valley,1024,CRIMINAL HOMICIDE,32.0,M,O,STREET,"(34.1993, -118.5437)",1,18,2017,34.1993,-118.5437,2017-01-18,13.7
397880,1473433,01/20/2017,1200,West Valley,1065,KIDNAPPING,29.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1686, -118.5203)",1,20,2017,34.1686,-118.5203,2017-01-20,10.6
398003,1473591,01/27/2017,1715,West Valley,1025,THROWING OBJECT AT MOVING VEHICLE,56.0,F,W,"VEHICLE, PASSENGER/TRUCK","(34.1975, -118.5273)",1,27,2017,34.1975,-118.5273,2017-01-27,14.9
398563,1474281,02/24/2017,1305,West Valley,1001,PICKPOCKET,17.0,F,H,HIGH SCHOOL,"(34.2175, -118.5492)",2,24,2017,34.2175,-118.5492,2017-02-24,15.6
398806,1474596,03/13/2017,315,West Valley,1008,KIDNAPPING,25.0,F,H,STREET,"(34.2077, -118.4912)",3,13,2017,34.2077,-118.4912,2017-03-13,31.0
399232,1475106,04/01/2017,2115,West Valley,1061,ARSON,76.0,F,W,SINGLE FAMILY DWELLING,"(34.1687, -118.5579)",4,1,2017,34.1687,-118.5579,2017-04-01,23.3
399640,1475601,04/21/2017,200,West Valley,1049,ARSON,58.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.1658, -118.4923)",4,21,2017,34.1658,-118.4923,2017-04-21,32.9
399702,1475683,07/23/2017,1300,Olympic,2038,PICKPOCKET,10.0,M,O,SIDEWALK,"(34.0618, -118.2916)",7,23,2017,34.0618,-118.2916,2017-07-23,32.3
399770,1475764,04/26/2017,1330,West Valley,1077,PICKPOCKET,75.0,F,W,STREET,"(34.1609, -118.5098)",4,26,2017,34.1609,-118.5098,2017-04-26,29.3
399888,1475919,05/04/2017,1345,West Valley,1063,KIDNAPPING,30.0,F,H,STREET,"(34.1672, -118.5411)",5,4,2017,34.1672,-118.5411,2017-05-04,30.7
399993,1476056,05/10/2017,1745,West Valley,1047,THROWING OBJECT AT MOVING VEHICLE,44.0,M,W,STREET,"(34.1775, -118.5088)",5,10,2017,34.1775,-118.5088,2017-05-10,19.1
400386,1476551,06/02/2017,1448,West Valley,1018,CRIMINAL HOMICIDE,44.0,M,W,OTHER BUSINESS,"(34.2085, -118.4749)",6,2,2017,34.2085,-118.4749,2017-06-02,29.8
400494,1476683,06/08/2017,1030,West Valley,1063,KIDNAPPING,23.0,F,H,PARKING LOT,"(34.1698, -118.5308)",6,8,2017,34.1698,-118.5308,2017-06-08,23.8
400551,1476745,06/11/2017,2127,West Valley,1024,ARSON,83.0,M,W,SINGLE FAMILY DWELLING,"(0, 0)",6,11,2017,0.0,0.0,2017-06-11,25.4
400596,1476802,06/13/2017,1400,West Valley,1017,PICKPOCKET,24.0,F,A,OTHER BUSINESS,"(34.2084, -118.5077)",6,13,2017,34.2084,-118.5077,2017-06-13,29.0
401027,1477343,01/06/2017,340,Northeast,1139,ARSON,71.0,M,W,SINGLE FAMILY DWELLING,"(34.1093, -118.1876)",1,6,2017,34.1093,-118.1876,2017-01-06,15.8
401028,1477344,01/01/2017,215,Northeast,1177,CRIMINAL HOMICIDE,22.0,M,H,PARKING LOT,"(34.0853, -118.224)",1,1,2017,34.0853,-118.224,2017-01-01,12.9
401072,1477402,04/05/2017,2055,Northeast,1129,CRIMINAL HOMICIDE,19.0,M,H,PARK/PLAYGROUND,"(34.1189, -118.1741)",4,5,2017,34.1189,-118.1741,2017-04-05,28.9
401376,1477810,01/17/2017,330,Northeast,1142,CRIMINAL HOMICIDE,34.0,M,O,GAS STATION,"(34.11, -118.2918)",1,17,2017,34.11,-118.2918,2017-01-17,17.2
401588,1478089,01/28/2017,1800,Northeast,1189,THROWING OBJECT AT MOVING VEHICLE,44.0,M,H,STREET,"(34.0814, -118.2257)",1,28,2017,34.0814,-118.2257,2017-01-28,20.6
401629,1478146,01/31/2017,1100,Northeast,1186,KIDNAPPING,30.0,F,H,PARK/PLAYGROUND,"(34.0828, -118.2365)",1,31,2017,34.0828,-118.2365,2017-01-31,20.6
401657,1478178,02/01/2017,2125,Northeast,1181,THROWING OBJECT AT MOVING VEHICLE,55.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.0795, -118.269)",2,1,2017,34.0795,-118.269,2017-02-01,19.1
401870,1478463,02/13/2017,10,Northeast,1117,KIDNAPPING,26.0,F,H,STREET,"(34.1343, -118.211)",2,13,2017,34.1343,-118.211,2017-02-13,21.9
402227,1478926,02/26/2017,1930,Northeast,1138,THROWING OBJECT AT MOVING VEHICLE,24.0,M,H,STREET,"(34.1136, -118.1862)",2,26,2017,34.1136,-118.1862,2017-02-26,11.3
402274,1478991,03/03/2017,1700,Northeast,1162,KIDNAPPING,30.0,F,H,STREET,"(34.0935, -118.2887)",3,3,2017,34.0935,-118.2887,2017-03-03,24.8
402937,1479833,04/05/2017,1047,Northeast,1163,ARSON,40.0,M,W,OFFICE BUILDING/OFFICE,"(34.0932, -118.2939)",4,5,2017,34.0932,-118.2939,2017-04-05,29.7
403038,1479957,04/10/2017,1850,Northeast,1177,THROWING OBJECT AT MOVING VEHICLE,41.0,M,A,STREET,"(34.0812, -118.2265)",4,10,2017,34.0812,-118.2265,2017-04-10,27.0
403039,1479958,04/10/2017,1850,Northeast,1177,THROWING OBJECT AT MOVING VEHICLE,35.0,F,O,STREET,"(34.0812, -118.2265)",4,10,2017,34.0812,-118.2265,2017-04-10,27.0
403808,1480982,05/20/2017,2130,Northeast,1102,THROWING OBJECT AT MOVING VEHICLE,49.0,F,W,STREET,"(34.1334, -118.2718)",5,20,2017,34.1334,-118.2718,2017-05-20,34.5
404794,1482251,07/13/2017,409,Northeast,1102,ARSON,33.0,F,H,SINGLE FAMILY DWELLING,"(34.1312, -118.2678)",7,13,2017,34.1312,-118.2678,2017-07-13,32.2
404900,1482381,04/06/2017,2223,77th Street,1251,CRIMINAL HOMICIDE,54.0,M,B,STREET,"(33.9727, -118.3309)",4,6,2017,33.9727,-118.3309,2017-04-06,25.3
405006,1482503,01/03/2017,1335,77th Street,1204,THROWING OBJECT AT MOVING VEHICLE,24.0,F,B,STREET,"(34.0017, -118.2959)",1,3,2017,34.0017,-118.2959,2017-01-03,13.8
405094,1482605,01/07/2017,2111,77th Street,1232,CRIMINAL HOMICIDE,21.0,M,H,STREET,"(33.9891, -118.3226)",1,7,2017,33.9891,-118.3226,2017-01-07,18.7
405095,1482606,01/08/2017,1239,77th Street,1241,ARSON,59.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9846, -118.3294)",1,8,2017,33.9846,-118.3294,2017-01-08,22.0
405100,1482611,01/08/2017,40,77th Street,1208,CRIMINAL HOMICIDE,25.0,M,H,STREET,"(34.0027, -118.2856)",1,8,2017,34.0027,-118.2856,2017-01-08,22.0
405108,1482623,01/08/2017,1700,77th Street,1241,ARSON,59.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9846, -118.3294)",1,8,2017,33.9846,-118.3294,2017-01-08,22.0
405243,1482783,01/11/2017,2125,77th Street,1233,CRIMINAL HOMICIDE,23.0,M,B,STREET,"(33.9846, -118.3068)",1,11,2017,33.9846,-118.3068,2017-01-11,16.4
405315,1482873,01/14/2017,1225,77th Street,1245,KIDNAPPING,15.0,F,B,STREET,"(33.9778, -118.3024)",1,14,2017,33.9778,-118.3024,2017-01-14,20.3
405319,1482879,01/15/2017,1604,77th Street,1245,ARSON,32.0,F,H,"VEHICLE, PASSENGER/TRUCK","(33.9823, -118.2938)",1,15,2017,33.9823,-118.2938,2017-01-15,15.7
405331,1482893,01/16/2017,315,77th Street,1251,ARSON,31.0,F,H,"VEHICLE, PASSENGER/TRUCK","(33.9731, -118.3304)",1,16,2017,33.9731,-118.3304,2017-01-16,17.3
405527,1483119,01/21/2017,1310,77th Street,1242,CRIMINAL HOMICIDE,40.0,M,B,STREET,"(33.983, -118.3206)",1,21,2017,33.983,-118.3206,2017-01-21,14.3
405668,1483286,01/24/2017,1755,77th Street,1232,THROWING OBJECT AT MOVING VEHICLE,30.0,F,W,STREET,"(33.9855, -118.3216)",1,24,2017,33.9855,-118.3216,2017-01-24,11.9
405828,1483478,01/31/2017,2325,77th Street,1256,CRIMINAL HOMICIDE,24.0,M,H,ALLEY,"(33.9727, -118.2893)",1,31,2017,33.9727,-118.2893,2017-01-31,20.7
405829,1483480,01/31/2017,2325,77th Street,1256,CRIMINAL HOMICIDE,16.0,M,H,ALLEY,"(33.9727, -118.2893)",1,31,2017,33.9727,-118.2893,2017-01-31,20.7
405865,1483523,02/01/2017,2225,77th Street,1258,CRIMINAL HOMICIDE,45.0,M,B,STREET,"(33.9718, -118.2739)",2,1,2017,33.9718,-118.2739,2017-02-01,18.8
406123,1483845,02/09/2017,1630,77th Street,1256,KIDNAPPING,16.0,F,B,STREET,"(33.9727, -118.2827)",2,9,2017,33.9727,-118.2827,2017-02-09,21.4
406193,1483926,02/12/2017,1915,77th Street,1215,KIDNAPPING,16.0,F,H,SINGLE FAMILY DWELLING,"(33.9932, -118.298)",2,12,2017,33.9932,-118.298,2017-02-12,21.9
406201,1483935,02/12/2017,1,77th Street,1249,ARSON,20.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9773, -118.2871)",2,12,2017,33.9773,-118.2871,2017-02-12,21.9
406249,1483992,02/14/2017,1850,77th Street,1233,CRIMINAL HOMICIDE,73.0,F,B,SINGLE FAMILY DWELLING,"(33.9859, -118.3068)",2,14,2017,33.9859,-118.3068,2017-02-14,19.8
406290,1484040,02/14/2017,200,77th Street,1211,ARSON,16.0,X,X,SIDEWALK,"(33.9932, -118.3236)",2,14,2017,33.9932,-118.3236,2017-02-14,19.8
406336,1484092,02/12/2017,2300,77th Street,1267,KIDNAPPING,62.0,M,B,STREET,"(33.9611, -118.2827)",2,12,2017,33.9611,-118.2827,2017-02-12,21.9
406461,1484240,02/21/2017,720,77th Street,1235,ARSON,41.0,F,B,SINGLE FAMILY DWELLING,"(33.9876, -118.3024)",2,21,2017,33.9876,-118.3024,2017-02-21,17.1
406601,1484406,02/23/2017,1600,77th Street,1268,THROWING OBJECT AT MOVING VEHICLE,47.0,F,H,STREET,"(33.966, -118.2783)",2,23,2017,33.966,-118.2783,2017-02-23,14.1
406710,1484538,02/22/2017,2000,77th Street,1256,ARSON,52.0,F,H,STREET,"(33.9718, -118.2803)",2,22,2017,33.9718,-118.2803,2017-02-22,15.6
406757,1484587,02/12/2017,900,77th Street,1242,KIDNAPPING,24.0,F,H,YARD (RESIDENTIAL/BUSINESS),"(33.9811, -118.3226)",2,12,2017,33.9811,-118.3226,2017-02-12,21.9
406823,1484673,03/04/2017,2025,77th Street,1211,PICKPOCKET,30.0,M,H,SIDEWALK,"(33.989, -118.3378)",3,4,2017,33.989,-118.3378,2017-03-04,18.3
406883,1484740,03/07/2017,410,77th Street,1241,ARSON,25.0,M,B,"VEHICLE, PASSENGER/TRUCK","(33.9846, -118.3308)",3,7,2017,33.9846,-118.3308,2017-03-07,22.3
406938,1484806,03/09/2017,415,77th Street,1251,ARSON,67.0,F,B,STREET,"(33.9745, -118.3342)",3,9,2017,33.9745,-118.3342,2017-03-09,27.8
406944,1484814,03/09/2017,600,77th Street,1283,ARSON,16.0,F,O,STREET,"(33.9491, -118.3101)",3,9,2017,33.9491,-118.3101,2017-03-09,26.8
407110,1485008,03/14/2017,2220,77th Street,1241,CRIMINAL HOMICIDE,29.0,M,B,STREET,"(33.9817, -118.3338)",3,14,2017,33.9817,-118.3338,2017-03-14,29.0
407247,1485175,03/18/2017,1252,77th Street,1241,THROWING OBJECT AT MOVING VEHICLE,35.0,F,H,STREET,"(33.9782, -118.3265)",3,18,2017,33.9782,-118.3265,2017-03-18,23.2
407279,1485210,03/19/2017,1500,77th Street,1242,THROWING OBJECT AT MOVING VEHICLE,36.0,F,H,STREET,"(33.9782, -118.3265)",3,19,2017,33.9782,-118.3265,2017-03-19,24.5
407309,1485246,03/21/2017,546,77th Street,1231,ARSON,39.0,M,W,SINGLE FAMILY DWELLING,"(33.9836, -118.344)",3,21,2017,33.9836,-118.344,2017-03-21,17.1
407395,1485351,03/23/2017,2215,77th Street,1231,KIDNAPPING,16.0,F,X,STREET,"(33.9889, -118.3481)",3,23,2017,33.9889,-118.3481,2017-03-23,19.6
407431,1485388,03/20/2017,1700,77th Street,1263,THROWING OBJECT AT MOVING VEHICLE,47.0,F,H,STREET,"(33.9637, -118.309)",3,20,2017,33.9637,-118.309,2017-03-20,20.0
407580,1485560,03/28/2017,2110,77th Street,1203,CRIMINAL HOMICIDE,29.0,M,B,GAS STATION,"(34.0037, -118.3089)",3,28,2017,34.0037,-118.3089,2017-03-28,25.7
407668,1485667,03/30/2017,2000,77th Street,1268,PICKPOCKET,57.0,M,B,STREET,"(33.9601, -118.2782)",3,30,2017,33.9601,-118.2782,2017-03-30,24.0
407816,1485840,04/04/2017,1550,77th Street,1239,CRIMINAL HOMICIDE,17.0,M,B,STREET,"(33.9856, -118.2915)",4,4,2017,33.9856,-118.2915,2017-04-04,24.0
407820,1485844,03/31/2017,900,77th Street,1241,KIDNAPPING,23.0,F,B,DRIVEWAY,"(33.9806, -118.3352)",3,31,2017,33.9806,-118.3352,2017-03-31,23.3
407851,1485877,04/05/2017,835,77th Street,1213,CRIMINAL HOMICIDE,33.0,M,B,STREET,"(33.9915, -118.3045)",4,5,2017,33.9915,-118.3045,2017-04-05,28.6
407956,1486016,04/08/2017,1200,77th Street,1249,KIDNAPPING,18.0,F,H,SIDEWALK,"(33.9798, -118.2813)",4,8,2017,33.9798,-118.2813,2017-04-08,19.9
407959,1486019,04/10/2017,233,77th Street,1243,ARSON,53.0,M,B,DRIVEWAY,"(33.9785, -118.3133)",4,10,2017,33.9785,-118.3133,2017-04-10,25.6
408036,1486106,04/06/2017,1535,77th Street,1273,ARSON,26.0,F,H,STREET,"(33.9564, -118.309)",4,6,2017,33.9564,-118.309,2017-04-06,25.2
408237,1486332,04/12/2017,2012,77th Street,1269,ARSON,36.0,M,B,SINGLE FAMILY DWELLING,"(33.962, -118.2586)",4,12,2017,33.962,-118.2586,2017-04-12,22.8
408267,1486366,04/18/2017,1800,77th Street,1257,KIDNAPPING,17.0,F,B,STREET,"(33.9693, -118.285)",4,18,2017,33.9693,-118.285,2017-04-18,22.6
408273,1486373,05/02/2017,208,77th Street,1265,ARSON,28.0,M,H,SINGLE FAMILY DWELLING,"(0, 0)",5,2,2017,0.0,0.0,2017-05-02,27.9
408307,1486413,04/19/2017,1825,77th Street,1258,CRIMINAL HOMICIDE,27.0,M,B,SIDEWALK,"(33.9713, -118.2739)",4,19,2017,33.9713,-118.2739,2017-04-19,24.8
408369,1486494,04/21/2017,2100,77th Street,1218,ARSON,39.0,F,H,STREET,"(33.9897, -118.2871)",4,21,2017,33.9897,-118.2871,2017-04-21,31.7
408451,1486586,04/24/2017,2206,77th Street,1283,CRIMINAL HOMICIDE,19.0,M,B,OTHER/OUTSIDE,"(33.9499, -118.309)",4,24,2017,33.9499,-118.309,2017-04-24,22.2
408572,1486733,04/26/2017,128,77th Street,1265,ARSON,28.0,F,H,SINGLE FAMILY DWELLING,"(33.9637, -118.2918)",4,26,2017,33.9637,-118.2918,2017-04-26,28.2
408623,1486797,04/29/2017,1137,77th Street,1204,ARSON,22.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.0028, -118.3002)",4,29,2017,34.0028,-118.3002,2017-04-29,29.9
408845,1487059,05/07/2017,1958,77th Street,1245,CRIMINAL HOMICIDE,61.0,M,H,MINI-MART,"(33.9806, -118.3003)",5,7,2017,33.9806,-118.3003,2017-05-07,16.8
408951,1487184,05/11/2017,302,77th Street,1211,ARSON,35.0,M,B,SINGLE FAMILY DWELLING,"(33.9909, -118.3247)",5,11,2017,33.9909,-118.3247,2017-05-11,23.1
409114,1487382,05/17/2017,200,77th Street,1215,KIDNAPPING,42.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9897, -118.3002)",5,17,2017,33.9897,-118.3002,2017-05-17,20.9
409183,1487461,05/19/2017,900,77th Street,1265,THROWING OBJECT AT MOVING VEHICLE,62.0,M,B,"VEHICLE, PASSENGER/TRUCK","(33.961, -118.2919)",5,19,2017,33.961,-118.2919,2017-05-19,30.4
409333,1487651,05/23/2017,1300,77th Street,1269,CRIMINAL HOMICIDE,17.0,M,H,STREET,"(33.9675, -118.2608)",5,23,2017,33.9675,-118.2608,2017-05-23,29.4
409463,1487813,05/27/2017,215,77th Street,1208,ARSON,52.0,M,B,"VEHICLE, PASSENGER/TRUCK","(33.9974, -118.2827)",5,27,2017,33.9974,-118.2827,2017-05-27,23.1
409466,1487816,05/27/2017,2003,77th Street,1258,CRIMINAL HOMICIDE,24.0,M,H,SIDEWALK,"(33.9699, -118.2739)",5,27,2017,33.9699,-118.2739,2017-05-27,23.2
409467,1487817,05/27/2017,2003,77th Street,1258,CRIMINAL HOMICIDE,27.0,M,H,SIDEWALK,"(33.9699, -118.2739)",5,27,2017,33.9699,-118.2739,2017-05-27,23.2
409506,1487856,05/28/2017,2353,77th Street,1233,CRIMINAL HOMICIDE,28.0,M,B,SIDEWALK,"(33.9851, -118.3068)",5,28,2017,33.9851,-118.3068,2017-05-28,25.6
409595,1487965,05/31/2017,1648,77th Street,1218,CRIMINAL HOMICIDE,36.0,M,B,STREET,"(33.9915, -118.2871)",5,31,2017,33.9915,-118.2871,2017-05-31,22.2
409958,1488411,06/13/2017,1738,77th Street,1268,CRIMINAL HOMICIDE,41.0,M,H,DRIVEWAY,"(33.9629, -118.2739)",6,13,2017,33.9629,-118.2739,2017-06-13,27.1
409959,1488412,06/14/2017,26,77th Street,1251,CRIMINAL HOMICIDE,37.0,M,B,STREET,"(33.9745, -118.3309)",6,14,2017,33.9745,-118.3309,2017-06-14,29.6
410088,1488578,06/18/2017,1620,77th Street,1215,CRIMINAL HOMICIDE,33.0,M,B,STREET,"(33.9906, -118.3044)",6,18,2017,33.9906,-118.3044,2017-06-18,30.7
410191,1488713,06/22/2017,340,77th Street,1219,ARSON,34.0,F,B,PARKING LOT,"(33.9933, -118.2827)",6,22,2017,33.9933,-118.2827,2017-06-22,27.8
410198,1488725,06/21/2017,2345,77th Street,1215,THROWING OBJECT AT MOVING VEHICLE,52.0,M,H,STREET,"(33.9892, -118.2915)",6,21,2017,33.9892,-118.2915,2017-06-21,31.8
410403,1489001,07/01/2017,720,77th Street,1231,KIDNAPPING,43.0,M,B,STREET,"(33.9889, -118.3518)",7,1,2017,33.9889,-118.3518,2017-07-01,25.1
410457,1489072,07/05/2017,1605,77th Street,1269,CRIMINAL HOMICIDE,26.0,M,H,SIDEWALK,"(33.962, -118.2575)",7,5,2017,33.962,-118.2575,2017-07-05,30.7
410467,1489083,07/04/2017,2320,77th Street,1259,ARSON,47.0,M,B,STREET,"(33.9748, -118.2586)",7,4,2017,33.9748,-118.2586,2017-07-04,32.9
410685,1489376,06/10/2017,345,Newton,1362,KIDNAPPING,19.0,F,H,SIDEWALK,"(34.0002, -118.274)",6,10,2017,34.0002,-118.274,2017-06-10,21.4
410779,1489513,01/07/2017,1035,Newton,1383,KIDNAPPING,41.0,F,B,SINGLE FAMILY DWELLING,"(33.9861, -118.2739)",1,7,2017,33.9861,-118.2739,2017-01-07,18.7
410818,1489565,01/09/2017,1220,Newton,1313,PICKPOCKET,18.0,M,H,STREET,"(34.0298, -118.2521)",1,9,2017,34.0298,-118.2521,2017-01-09,16.0
410860,1489627,01/11/2017,2350,Newton,1309,KIDNAPPING,22.0,F,B,BUS DEPOT,"(34.0348, -118.2362)",1,11,2017,34.0348,-118.2362,2017-01-11,16.0
411067,1489920,01/23/2017,235,Newton,1377,KIDNAPPING,23.0,F,H,STREET,"(33.9947, -118.2415)",1,23,2017,33.9947,-118.2415,2017-01-23,11.0
411436,1490419,02/08/2017,1100,Newton,1393,PICKPOCKET,14.0,F,H,JUNIOR HIGH SCHOOL,"(33.9774, -118.2739)",2,8,2017,33.9774,-118.2739,2017-02-08,20.6
411444,1490428,02/08/2017,1500,Newton,1367,KIDNAPPING,48.0,M,H,STREET,"(34.001, -118.2478)",2,8,2017,34.001,-118.2478,2017-02-08,20.4
411461,1490448,02/09/2017,1734,Newton,1309,CRIMINAL HOMICIDE,44.0,M,H,STREET,"(34.0315, -118.2322)",2,9,2017,34.0315,-118.2322,2017-02-09,21.3
411746,1490831,02/17/2017,1245,Newton,1354,PICKPOCKET,52.0,M,B,RESTAURANT/FAST FOOD,"(34.0039, -118.2726)",2,17,2017,34.0039,-118.2726,2017-02-17,13.4
411865,1491000,03/01/2017,630,Newton,1344,CRIMINAL HOMICIDE,33.0,M,H,PARK/PLAYGROUND,"(34.0082, -118.2696)",3,1,2017,34.0082,-118.2696,2017-03-01,20.9
412045,1491255,03/10/2017,1009,Newton,1341,ARSON,45.0,F,B,STREET,"(34.0121, -118.274)",3,10,2017,34.0121,-118.274,2017-03-10,26.4
412108,1491336,03/12/2017,1925,Newton,1362,KIDNAPPING,51.0,F,H,"VEHICLE, PASSENGER/TRUCK","(34.0011, -118.274)",3,12,2017,34.0011,-118.274,2017-03-12,28.2
412218,1491482,03/16/2017,1300,Newton,1307,PICKPOCKET,54.0,M,B,MINI-MART,"(34.0407, -118.2468)",3,16,2017,34.0407,-118.2468,2017-03-16,24.5
412507,1491857,03/29/2017,1600,Newton,1364,PICKPOCKET,27.0,F,H,LIBRARY,"(34.0029, -118.2565)",3,29,2017,34.0029,-118.2565,2017-03-29,28.2
412674,1492088,04/06/2017,1310,Newton,1347,KIDNAPPING,18.0,F,H,STREET,"(34.0109, -118.2449)",4,6,2017,34.0109,-118.2449,2017-04-06,25.4
412700,1492124,04/07/2017,1636,Newton,1362,CRIMINAL HOMICIDE,26.0,M,H,STREET,"(33.9965, -118.2729)",4,7,2017,33.9965,-118.2729,2017-04-07,21.5
412702,1492128,04/08/2017,20,Newton,1346,THROWING OBJECT AT MOVING VEHICLE,48.0,M,H,STREET,"(34.0039, -118.2565)",4,8,2017,34.0039,-118.2565,2017-04-08,19.8
412703,1492129,04/08/2017,20,Newton,1353,THROWING OBJECT AT MOVING VEHICLE,30.0,M,H,STREET,"(34.0039, -118.2565)",4,8,2017,34.0039,-118.2565,2017-04-08,19.8
412724,1492157,04/09/2017,814,Newton,1303,ARSON,35.0,M,H,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)","(34.0341, -118.2507)",4,9,2017,34.0341,-118.2507,2017-04-09,23.1
412815,1492278,04/12/2017,2100,Newton,1385,KIDNAPPING,22.0,F,H,PARKING LOT,"(33.9857, -118.2628)",4,12,2017,33.9857,-118.2628,2017-04-12,22.7
413012,1492539,04/22/2017,1750,Newton,1361,CRIMINAL HOMICIDE,24.0,M,B,STREET,"(33.9974, -118.2783)",4,22,2017,33.9974,-118.2783,2017-04-22,31.1
413016,1492546,04/22/2017,900,Newton,1303,PICKPOCKET,46.0,F,H,STREET,"(34.0359, -118.2522)",4,22,2017,34.0359,-118.2522,2017-04-22,31.0
413409,1493078,05/08/2017,2300,Newton,1377,ARSON,26.0,F,B,STREET,"(33.9939, -118.2478)",5,8,2017,33.9939,-118.2478,2017-05-08,22.4
413695,1493464,05/22/2017,228,Newton,1322,CRIMINAL HOMICIDE,28.0,M,H,PARK/PLAYGROUND,"(34.0242, -118.2623)",5,22,2017,34.0242,-118.2623,2017-05-22,29.4
413941,1493811,06/01/2017,200,Newton,1345,KIDNAPPING,21.0,M,H,SIDEWALK,"(34.0075, -118.2565)",6,1,2017,34.0075,-118.2565,2017-06-01,24.3
414049,1493953,06/05/2017,2110,Newton,1307,ARSON,57.0,M,B,DRIVEWAY,"(34.0359, -118.246)",6,5,2017,34.0359,-118.246,2017-06-05,25.4
414161,1494112,06/11/2017,1755,Newton,1393,THROWING OBJECT AT MOVING VEHICLE,36.0,F,H,STREET,"(33.9824, -118.2783)",6,11,2017,33.9824,-118.2783,2017-06-11,20.6
414241,1494219,06/13/2017,1500,Newton,1309,KIDNAPPING,18.0,F,H,STREET,"(34.0247, -118.236)",6,13,2017,34.0247,-118.236,2017-06-13,27.0
414307,1494336,06/20/2017,1215,Newton,1317,ARSON,46.0,M,W,ALLEY,"(34.0272, -118.248)",6,20,2017,34.0272,-118.248,2017-06-20,33.6
414325,1494366,06/21/2017,1240,Newton,1325,THROWING OBJECT AT MOVING VEHICLE,37.0,M,H,STREET,"(34.0159, -118.2536)",6,21,2017,34.0159,-118.2536,2017-06-21,31.7
414332,1494375,06/21/2017,2130,Newton,1395,ARSON,37.0,M,H,STREET,"(33.9797, -118.2659)",6,21,2017,33.9797,-118.2659,2017-06-21,31.8
414424,1494501,06/27/2017,53,Newton,1377,ARSON,33.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.993, -118.2432)",6,27,2017,33.993,-118.2432,2017-06-27,32.6
414488,1494602,07/04/2017,1130,Newton,1317,KIDNAPPING,29.0,F,W,STREET,"(34.028, -118.2473)",7,4,2017,34.028,-118.2473,2017-07-04,33.2
414503,1494623,07/02/2017,2115,Newton,1333,ARSON,62.0,M,H,STREET,"(34.0207, -118.2619)",7,2,2017,34.0207,-118.2619,2017-07-02,27.4
414523,1494651,07/06/2017,2230,Newton,1354,CRIMINAL HOMICIDE,28.0,M,B,STREET,"(34.0057, -118.2728)",7,6,2017,34.0057,-118.2728,2017-07-06,32.7
414559,1494709,07/10/2017,1735,Newton,1345,ARSON,20.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0119, -118.2565)",7,10,2017,34.0119,-118.2565,2017-07-10,33.0
414609,1494776,02/17/2017,1953,Pacific,1468,CRIMINAL HOMICIDE,57.0,F,H,PARKING LOT,"(33.9935, -118.41)",2,17,2017,33.9935,-118.41,2017-02-17,13.9
